Tarih,Omerli,Darlik,Elmali,Terkos,Buyukcekmece,Sazlidere,Alibey,Kazandere,Pabucdere,Istrancalar,Istanbul_Daily_Consumption
2022-10-02,8.86,6.2,6.85,7.59,7.1,7.52,8.68,0.0,0.0,0.37,3192974.0
2022-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3116950.0
2022-10-04,4.6,11.6,2.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,3041219.0
2022-10-05,0.45,1.31,13.53,0.93,0.0,1.49,0.2,0.0,0.0,0.0,3022560.0
2022-10-06,1.27,3.2,2.43,2.05,9.2,9.0,3.4,0.0,0.0,0.0,3048498.0
2022-10-07,0.85,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3058489.0
2022-10-08,0.45,0.4,0.0,0.0,0.0,0.75,0.01,0.0,0.0,0.0,3062606.0
2022-10-09,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3188045.0
2022-10-10,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3095942.0
2022-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,3049772.0
2022-10-12,0.0,0.2,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3092392.0
2022-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3079550.0
2022-10-14,1.25,4.2,13.94,4.34,3.71,3.75,5.9,12.99,11.5,10.32,3081801.0
2022-10-15,22.45,24.2,21.03,16.04,5.37,15.75,24.8,0.42,1.03,0.58,3010286.0
2022-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3136250.0
2022-10-17,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.0,0.0,0.0,3006948.0
2022-10-18,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2928142.0
2022-10-19,5.24,2.4,0.43,0.0,0.0,0.0,0.2,0.0,0.0,0.0,2943842.0
2022-10-20,0.0,1.6,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.85,2976204.0
2022-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3010354.0
2022-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3088439.0
2022-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3177908.0
2022-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3056291.0
2022-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3049839.0
2022-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3022508.0
2022-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000820.0
2022-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3065268.0
2022-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3025923.0
2022-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3123609.0
2022-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3009149.0
2022-11-01,0.0,0.0,0.32,0.52,0.0,0.25,0.0,0.0,0.0,0.0,2977598.0
2022-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3013773.0
2022-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3014219.0
2022-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3014611.0
2022-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3099209.0
2022-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3153636.0
2022-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2982091.0
2022-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2989109.0
2022-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000656.0
2022-11-10,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,3003874.0
2022-11-11,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3003099.0
2022-11-12,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.82,3039202.0
2022-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3045734.0
2022-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3008839.0
2022-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,2997507.0
2022-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2981862.0
2022-11-17,4.06,2.2,3.34,4.74,1.3,2.25,2.0,8.68,7.51,4.25,2963876.0
2022-11-18,0.42,0.29,1.96,1.72,0.0,0.25,0.3,0.66,0.8,0.5,2969993.0
2022-11-19,0.0,0.0,1.87,0.0,0.0,0.0,0.0,0.0,0.96,0.73,3008248.0
2022-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3127749.0
2022-11-21,7.45,7.8,3.26,30.73,22.4,26.45,14.93,16.2,15.24,18.63,2972091.0
2022-11-22,4.64,4.4,2.53,0.7,0.27,2.25,6.0,0.22,0.8,0.41,2893956.0
2022-11-23,4.05,0.4,0.63,4.55,5.6,7.57,5.26,1.2,0.69,2.58,2866012.0
2022-11-24,6.86,6.23,1.34,9.99,6.44,6.25,3.8,1.8,2.52,5.06,2906572.0
2022-11-25,4.68,2.2,0.75,5.96,0.0,3.5,7.4,0.0,0.0,0.42,2886393.0
2022-11-26,0.0,0.29,0.74,0.52,0.0,0.18,0.4,0.0,0.0,0.0,2998895.0
2022-11-27,0.0,0.0,0.53,2.54,0.0,0.25,0.99,10.77,7.27,17.41,3041931.0
2022-11-28,0.0,0.0,0.44,0.71,0.0,0.0,0.0,9.4,13.68,8.46,2903999.0
2022-11-29,1.86,1.2,0.62,2.95,0.9,1.0,2.2,11.6,16.21,13.58,2912728.0
2022-11-30,1.66,0.8,0.62,15.02,9.64,8.0,4.0,26.4,22.5,27.89,2889392.0
2022-12-01,4.65,7.2,0.43,10.18,8.85,10.75,7.4,51.8,37.27,83.83,2944012.0
2022-12-02,3.83,10.6,3.41,24.46,3.48,5.25,6.0,5.57,4.11,7.31,2885641.0
2022-12-03,0.0,1.2,0.53,0.93,0.89,0.26,0.6,1.8,0.97,1.77,2849907.0
2022-12-04,1.66,1.8,0.52,2.92,0.4,0.75,1.6,3.36,3.5,3.45,3020806.0
2022-12-05,3.64,6.4,1.53,5.74,0.2,1.0,3.8,7.14,5.8,3.69,2921022.0
2022-12-06,1.24,3.2,0.0,3.32,0.0,0.0,0.0,0.0,0.21,3.62,2860455.0
2022-12-07,0.0,0.43,0.41,0.52,0.0,0.0,0.0,0.0,0.0,0.48,2917056.0
2022-12-08,0.0,0.2,0.52,0.0,0.4,0.25,0.5,0.0,0.0,0.35,2940007.0
2022-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2911124.0
2022-12-10,1.26,0.0,0.0,0.0,0.0,0.25,0.0,1.16,1.09,0.72,2960270.0
2022-12-11,3.45,2.4,2.04,2.73,2.89,1.5,2.0,2.48,3.73,3.32,3049195.0
2022-12-12,10.82,11.0,9.54,13.61,6.55,2.0,2.8,16.8,13.06,17.42,2923515.0
2022-12-13,3.24,3.8,4.1,2.95,4.27,2.25,7.0,0.0,0.0,0.38,2797205.0
2022-12-14,0.0,0.51,0.0,0.0,0.0,0.11,0.0,0.66,0.33,0.0,2888293.0
2022-12-15,0.0,0.8,1.43,2.32,10.47,0.0,2.7,0.76,0.45,0.21,2874577.0
2022-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2966988.0
2022-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3012720.0
2022-12-18,3.2,11.2,2.49,9.99,1.4,2.75,3.8,24.01,23.6,17.32,2993535.0
2022-12-19,1.64,4.8,2.0,1.12,0.88,1.5,1.2,6.67,6.91,7.2,2851479.0
2022-12-20,0.0,0.64,0.52,0.71,0.0,0.25,0.6,0.73,1.09,1.42,2887449.0
2022-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2864074.0
2022-12-22,0.0,0.0,0.31,0.52,0.0,0.0,0.0,0.0,0.0,0.0,2961152.0
2022-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2947776.0
2022-12-24,1.25,0.8,2.42,2.13,2.2,1.25,1.4,3.89,3.38,2.23,2999197.0
2022-12-25,0.0,0.11,0.0,0.0,0.2,0.25,0.0,0.0,0.0,0.0,3037758.0
2022-12-26,0.19,0.2,0.3,0.71,0.0,0.25,0.1,0.0,0.0,0.0,2909557.0
2022-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2937879.0
2022-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2900965.0
2022-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2940711.0
2022-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2959735.0
2022-12-31,0.0,0.2,0.0,0.53,0.2,0.0,0.0,0.0,0.0,0.0,3051599.0
2023-01-01,0.0,0.0,0.0,0.53,0.4,0.0,0.0,0.0,0.0,0.0,3027183.0
2023-01-02,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,3001947.0
2023-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2961139.0
2023-01-04,0.66,0.6,0.0,1.12,0.0,0.0,0.0,0.0,0.0,0.0,2915421.0
2023-01-05,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,2911003.0
2023-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2940106.0
2023-01-07,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,3010095.0
2023-01-08,0.22,0.0,0.33,0.25,0.2,0.25,0.1,0.0,0.0,0.0,3056882.0
2023-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2941737.0
2023-01-10,0.0,0.0,0.53,2.32,2.46,2.25,1.8,3.17,1.93,3.16,2901577.0
2023-01-11,0.67,0.2,0.35,0.93,2.68,0.75,0.7,4.07,3.26,2.43,2883907.0
2023-01-12,4.68,1.6,5.73,3.54,4.63,4.0,1.4,0.0,0.0,0.35,2945884.0
2023-01-13,0.65,0.24,0.73,9.93,1.05,1.25,1.0,6.48,3.39,12.93,2885182.0
2023-01-14,0.0,0.2,0.0,0.71,0.2,0.5,0.2,1.48,0.98,1.92,2902159.0
2023-01-15,0.0,0.0,0.0,0.53,0.0,0.22,0.0,2.48,1.22,1.66,3010753.0
2023-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2906776.0
2023-01-17,0.68,0.0,0.45,0.0,0.0,0.0,0.0,2.89,1.46,1.94,2862194.0
2023-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2914915.0
2023-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2994831.0
2023-01-20,2.25,1.2,4.35,3.2,4.03,1.0,3.2,4.67,5.19,4.88,2891411.0
2023-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2908965.0
2023-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2937046.0
2023-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2850870.0
2023-01-24,1.04,3.8,3.41,1.53,1.69,3.75,1.4,1.39,1.82,1.72,2836330.0
2023-01-25,1.24,7.4,1.01,0.71,0.0,0.25,0.2,0.0,0.0,0.43,2810577.0
2023-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2862989.0
2023-01-27,2.04,2.6,1.74,1.94,0.7,0.25,1.6,1.26,0.97,4.15,2857483.0
2023-01-28,4.29,6.4,1.87,0.93,0.0,1.25,2.4,0.0,0.0,0.0,2845265.0
2023-01-29,1.44,7.6,2.3,2.13,0.0,0.75,0.6,0.2,0.0,0.33,2853956.0
2023-01-30,0.83,3.6,3.39,5.56,0.71,2.75,3.2,0.0,0.0,0.0,2785030.0
2023-01-31,5.61,7.6,10.99,5.15,2.6,6.5,10.6,0.0,0.0,0.0,2828694.0
2023-02-01,8.01,2.0,2.85,0.0,0.2,1.0,0.72,0.0,0.0,0.0,2841893.0
2023-02-02,5.63,7.6,4.38,0.52,1.8,3.25,6.4,0.2,0.1,0.34,2858048.0
2023-02-03,0.0,1.01,0.21,0.0,0.0,0.16,0.0,0.41,0.0,0.36,2887661.0
2023-02-04,9.22,3.4,6.21,8.76,6.2,4.5,3.6,7.0,4.6,6.86,2845235.0
2023-02-05,20.03,17.4,25.66,14.61,18.32,18.5,28.8,9.2,4.24,8.27,2914396.0
2023-02-06,14.21,9.8,6.48,12.6,12.85,14.25,13.4,8.0,2.3,6.53,2760426.0
2023-02-07,8.41,6.4,2.95,4.08,5.01,2.75,3.6,0.6,0.0,0.52,2759148.0
2023-02-08,18.03,11.37,12.77,5.6,6.4,6.75,6.07,1.7,0.4,5.11,2753922.0
2023-02-09,20.02,11.2,2.78,0.2,0.0,0.34,0.7,6.0,2.8,5.94,2828450.0
2023-02-10,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2868904.0
2023-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2850606.0
2023-02-12,0.82,3.2,2.28,0.0,0.0,0.5,1.5,0.0,0.0,0.0,2964206.0
2023-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2900903.0
2023-02-14,0.82,1.0,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2866332.0
2023-02-15,1.44,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2863543.0
2023-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2866401.0
2023-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2924902.0
2023-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2879897.0
2023-02-19,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,3045496.0
2023-02-20,2.05,2.6,1.82,0.0,0.4,0.5,0.4,0.0,0.0,0.0,2882942.0
2023-02-21,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2840692.0
2023-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2883707.0
2023-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2864818.0
2023-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2868721.0
2023-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2943035.0
2023-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3010485.0
2023-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2907234.0
2023-02-28,3.06,2.6,1.83,2.2,1.69,1.75,2.3,6.9,5.8,5.65,2777252.0
2023-03-01,0.0,0.35,0.0,1.6,0.0,0.0,0.0,2.3,2.1,2.13,2856273.0
2023-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2858712.0
2023-03-03,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2874976.0
2023-03-04,1.67,3.4,4.74,0.0,2.05,1.5,1.2,0.0,0.0,0.0,2935257.0
2023-03-05,9.21,4.4,1.83,1.2,4.01,1.0,1.0,0.5,0.8,0.45,3056640.0
2023-03-06,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2875005.0
2023-03-07,0.0,0.0,1.85,1.0,1.29,0.5,1.9,0.0,0.0,0.0,2891264.0
2023-03-08,0.68,0.0,1.74,0.0,0.89,0.25,0.2,0.0,0.0,0.0,2850899.0
2023-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2934799.0
2023-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.4,0.0,2908024.0
2023-03-11,4.28,2.8,4.74,1.8,3.46,1.5,5.7,6.4,7.0,7.58,2934889.0
2023-03-12,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.11,0.12,0.43,2966249.0
2023-03-13,0.0,0.4,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,2869964.0
2023-03-14,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2841472.0
2023-03-15,0.0,0.4,0.33,0.8,1.07,0.25,0.3,1.1,0.9,1.0,2894070.0
2023-03-16,2.65,16.21,1.83,8.98,12.08,2.48,2.98,24.52,18.92,22.82,2816174.0
2023-03-17,10.85,31.2,8.59,0.8,2.33,5.75,5.6,0.2,0.5,0.3,2780906.0
2023-03-18,5.47,13.4,3.4,3.2,2.69,3.5,2.1,2.4,1.5,4.31,2910622.0
2023-03-19,3.06,4.0,0.74,0.6,0.91,1.5,1.6,0.0,0.0,0.0,2935028.0
2023-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2921069.0
2023-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2889079.0
2023-03-22,1.26,1.2,3.1,3.6,1.71,0.5,1.9,3.5,2.2,4.06,2950319.0
2023-03-23,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.1,0.1,0.15,2831600.0
2023-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2881131.0
2023-03-25,0.0,0.0,0.0,0.4,0.71,0.0,0.0,1.6,1.7,1.3,2975778.0
2023-03-26,2.65,2.2,5.41,9.2,1.71,2.5,4.0,4.3,2.8,4.9,2968032.0
2023-03-27,9.66,12.0,25.87,3.2,18.89,16.25,20.3,7.1,5.4,4.5,2965700.0
2023-03-28,20.01,21.8,37.92,11.4,16.92,16.25,14.9,1.6,1.2,4.05,2745929.0
2023-03-29,3.21,1.6,3.71,1.6,2.08,1.75,2.6,0.0,0.0,0.0,2805062.0
2023-03-30,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.09,0.1,0.1,2865747.0
2023-03-31,0.0,0.0,0.33,0.4,0.4,0.0,0.5,0.0,0.0,0.0,2862061.0
2023-04-01,0.0,0.2,2.12,0.2,1.29,0.0,0.4,4.4,5.6,2.31,2969773.0
2023-04-02,3.12,1.8,3.11,0.0,1.7,0.25,1.2,0.07,0.09,0.04,2990266.0
2023-04-03,0.47,0.2,1.03,0.0,3.85,1.0,0.7,0.5,0.4,0.39,2870764.0
2023-04-04,14.21,13.2,5.24,11.2,11.37,2.5,3.7,19.9,14.5,12.34,2781924.0
2023-04-05,0.46,1.67,0.52,1.2,1.3,1.5,0.8,1.5,1.4,1.36,2773836.0
2023-04-06,7.04,7.2,5.62,7.0,8.39,3.25,7.3,0.1,0.1,0.39,2825031.0
2023-04-07,0.0,0.0,0.0,0.0,0.0,0.25,0.2,0.0,0.0,0.0,2846403.0
2023-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2924210.0
2023-04-09,0.0,0.0,0.0,0.0,1.09,0.5,0.0,0.0,0.0,0.0,2965914.0
2023-04-10,8.42,9.8,13.63,34.2,13.15,11.25,11.7,11.3,8.7,13.48,2762572.0
2023-04-11,18.27,5.8,14.78,14.4,11.36,12.25,10.1,13.7,8.4,20.87,2784729.0
2023-04-12,10.05,11.8,10.28,2.8,4.84,4.0,4.4,3.1,2.3,2.35,2773588.0
2023-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2894044.0
2023-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2947844.0
2023-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3005560.0
2023-04-16,0.0,0.0,0.0,0.0,0.0,0.25,0.1,2.6,1.9,0.45,3007195.0
2023-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.3,2.2,2908625.0
2023-04-18,2.65,0.6,3.37,4.4,2.06,3.5,4.3,0.3,0.2,1.3,2823347.0
2023-04-19,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2916480.0
2023-04-20,0.84,1.4,9.68,19.2,2.48,3.52,3.0,15.8,6.6,12.83,3060806.0
2023-04-21,2.64,5.2,3.28,12.8,0.92,2.76,3.4,1.2,0.92,1.05,2604547.0
2023-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2524736.0
2023-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2767148.0
2023-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2876380.0
2023-04-25,0.64,1.4,8.96,0.4,0.2,0.48,14.0,2.12,3.52,1.22,2886709.0
2023-04-26,4.2,5.2,6.58,9.6,29.62,12.5,6.7,13.8,11.9,13.37,2822166.0
2023-04-27,20.02,24.6,14.63,24.6,12.21,7.75,13.2,2.0,1.9,2.89,2798638.0
2023-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2850849.0
2023-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2906565.0
2023-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2933556.0
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2975977.0
2023-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2903942.0
2023-05-03,2.02,3.4,5.97,16.8,13.56,9.52,5.4,17.32,13.3,16.32,2920157.0
2023-05-04,0.0,1.0,0.3,0.0,0.0,0.25,0.0,0.0,0.0,0.0,2877429.0
2023-05-05,2.43,2.6,1.96,1.2,1.32,0.5,1.12,4.2,2.12,2.2,2852046.0
2023-05-06,0.0,0.2,0.47,1.8,0.0,0.0,0.12,0.12,0.2,0.23,2902684.0
2023-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2991015.0
2023-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.72,0.62,2979159.0
2023-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2875524.0
2023-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2913089.0
2023-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2887568.0
2023-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2849329.0
2023-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3059196.0
2023-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.38,2946744.0
2023-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2989626.0
2023-05-16,0.0,0.8,5.08,17.4,5.23,6.75,3.6,7.7,6.4,6.85,3021853.0
2023-05-17,2.56,7.6,3.79,7.4,6.99,10.5,6.9,5.9,8.6,4.97,2907814.0
2023-05-18,9.24,10.0,15.32,7.0,18.52,17.5,12.6,0.52,0.32,5.63,2837415.0
2023-05-19,3.44,5.4,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2908109.0
2023-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.06,2924897.0
2023-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3004941.0
2023-05-22,0.64,0.8,0.39,0.0,0.0,0.0,0.0,0.4,0.4,0.57,2976453.0
2023-05-23,0.0,0.8,0.0,0.0,0.0,0.28,0.0,0.48,0.92,0.43,2922812.0
2023-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2971992.0
2023-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3020348.0
2023-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3074435.0
2023-05-27,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3116764.0
2023-05-28,2.44,4.4,2.4,1.0,2.32,3.52,2.8,7.0,6.2,1.42,2931171.0
2023-05-29,0.68,2.2,0.2,0.2,0.52,0.0,0.1,2.9,1.3,2.37,2992026.0
2023-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3006029.0
2023-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3099010.0
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3162293.0
2023-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,3152202.0
2023-06-03,4.26,9.0,13.43,1.8,1.72,0.0,2.5,0.0,0.0,0.05,3075162.0
2023-06-04,0.84,1.6,7.2,0.0,0.0,0.0,1.32,0.0,0.0,0.0,3062787.0
2023-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3039957.0
2023-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3102406.0
2023-06-07,0.0,0.0,0.0,0.0,0.0,0.24,0.12,0.0,0.0,0.0,3142703.0
2023-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3212157.0
2023-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3137435.0
2023-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3266514.0
2023-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3216675.0
2023-06-12,0.48,2.2,0.32,0.0,0.0,0.0,0.0,0.0,0.2,2.63,3215662.0
2023-06-13,0.0,0.0,2.58,0.2,0.0,0.0,0.3,0.12,0.2,0.48,3159053.0
2023-06-14,0.0,1.0,0.48,0.0,0.0,0.0,0.12,0.0,0.0,0.0,3152566.0
2023-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3257832.0
2023-06-16,6.64,2.6,7.04,4.6,6.4,8.0,7.2,0.0,0.0,0.1,3240186.0
2023-06-17,5.88,6.6,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,3216439.0
2023-06-18,0.48,0.35,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3197153.0
2023-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2901651.0
2023-06-20,0.0,0.0,0.0,0.0,1.32,0.0,0.0,1.32,0.4,0.77,3258356.0
